date,death,pm10,tempf,season
3/10/2001,18,,38,Winter
3/11/2001,17,,43,Winter
3/12/2001,22,,40,Winter
3/13/2001,16,,51,Winter
3/14/2001,10,,46,Winter
3/15/2001,25,-12.599104,42,Winter
3/16/2001,19,,44,Winter
3/17/2001,18,,46,Winter
3/18/2001,22,,44,Winter
3/19/2001,17,,43,Winter
3/20/2001,18,,41,Winter
3/21/2001,31,-11.721776,45,Winter
3/22/2001,16,,48,Winter
3/23/2001,23,,51,Winter
3/24/2001,27,,49,Winter
3/25/2001,13,,37,Winter
3/26/2001,13,,33,Winter
3/27/2001,12,-8.0209475,32,Winter
3/28/2001,13,,38,Winter
3/29/2001,17,,38,Winter
3/30/2001,12,,47,Winter
3/31/2001,15,,47,Winter
4/1/2001,21,,46,Spring
4/2/2001,19,-6.5448465,46,Spring
4/3/2001,20,,45,Spring
4/4/2001,23,,50,Spring
4/5/2001,15,,48,Spring
4/6/2001,15,,58,Spring
4/7/2001,21,,55,Spring
4/8/2001,17,1.3839709,56,Spring
4/9/2001,15,,68,Spring
4/10/2001,14,,58,Spring
4/11/2001,19,,52,Spring
4/12/2001,12,,64,Spring
4/13/2001,15,,66,Spring
4/14/2001,18,-2.6759939,60,Spring
4/15/2001,16,,58,Spring
4/16/2001,19,,47,Spring
4/17/2001,20,,45,Spring
4/18/2001,18,,44,Spring
4/19/2001,12,,46,Spring
4/20/2001,10,-2.2666667,53,Spring
4/21/2001,18,,65,Spring
4/22/2001,11,,73,Spring
4/23/2001,19,,74,Spring
4/24/2001,12,,71,Spring
4/25/2001,10,,49,Spring
4/26/2001,25,-8.6502609,49,Spring
4/27/2001,13,,57,Spring
4/28/2001,15,,55,Spring
4/29/2001,21,,53,Spring
4/30/2001,26,,57,Spring
5/1/2001,14,,64,Spring
5/2/2001,24,34.460617,69,Spring
5/3/2001,23,,73,Spring
5/4/2001,25,,75,Spring
5/5/2001,20,,71,Spring
5/6/2001,22,,56,Spring
5/7/2001,22,,53,Spring
5/8/2001,16,-3.2611902,55,Spring
5/9/2001,10,,65,Spring
5/10/2001,14,,67,Spring
5/11/2001,29,,71,Spring
5/12/2001,17,,70,Spring
5/13/2001,26,,60,Spring
5/14/2001,17,-6.3765402,56,Spring
5/15/2001,24,,58,Spring
5/16/2001,18,,57,Spring
5/17/2001,20,,56,Spring
5/18/2001,14,,63,Spring
5/19/2001,10,,70,Spring
5/20/2001,12,7.5573769,62,Spring
5/21/2001,11,,59,Spring
5/22/2001,20,,69,Spring
5/23/2001,15,,64,Spring
5/24/2001,24,,64,Spring
5/25/2001,15,,67,Spring
5/26/2001,13,-2.1446598,63,Spring
5/27/2001,22,,66,Spring
5/28/2001,14,,66,Spring
5/29/2001,13,,65,Spring
5/30/2001,15,,59,Spring
5/31/2001,19,,57,Spring
6/1/2001,11,-7.9989071,56,Spring
6/2/2001,17,,69,Spring
6/3/2001,13,,63,Spring
6/4/2001,15,,64,Spring
6/5/2001,32,,71,Spring
6/6/2001,16,,72,Spring
6/7/2001,20,4.7073207,69,Spring
6/8/2001,27,,70,Spring
6/9/2001,14,,68,Spring
6/10/2001,22,,71,Spring
6/11/2001,18,,73,Spring
6/12/2001,17,,79,Spring
6/13/2001,19,27.735598,80,Spring
6/14/2001,19,,81,Spring
6/15/2001,21,,80,Spring
6/16/2001,18,,76,Spring
6/17/2001,15,,79,Spring
6/18/2001,20,,77,Spring
6/19/2001,20,3.0464103,75,Spring
6/20/2001,16,,80,Spring
6/21/2001,14,,78,Spring
6/22/2001,16,,78,Spring
6/23/2001,17,,72,Spring
6/24/2001,17,,71,Spring
6/25/2001,16,-11.128745,72,Spring
6/26/2001,23,,76,Spring
6/27/2001,16,,80,Spring
6/28/2001,17,,83,Spring
6/29/2001,19,,81,Spring
6/30/2001,14,,84,Spring
7/1/2001,14,17.236139,80,Summer
7/2/2001,19,,63,Summer
7/3/2001,24,,65,Summer
7/4/2001,19,,77,Summer
7/5/2001,21,,75,Summer
7/6/2001,14,,68,Summer
7/7/2001,12,-12.289435,69,Summer
7/8/2001,18,,74,Summer
7/9/2001,23,,79,Summer
7/10/2001,14,,80,Summer
7/11/2001,13,,75,Summer
7/12/2001,11,,70,Summer
7/13/2001,26,-5.6844826,69,Summer
7/14/2001,11,,71,Summer
7/15/2001,16,,72,Summer
7/16/2001,16,,77,Summer
7/17/2001,18,,79,Summer
7/18/2001,18,,72,Summer
7/19/2001,18,11.634073,73,Summer
7/20/2001,14,,70,Summer
7/21/2001,18,,69,Summer
7/22/2001,18,,70,Summer
7/23/2001,13,,76,Summer
7/24/2001,17,,82,Summer
7/25/2001,24,-1.7442623,84,Summer
7/26/2001,13,,77,Summer
7/27/2001,10,,70,Summer
7/28/2001,11,,68,Summer
7/29/2001,12,,65,Summer
7/30/2001,12,,72,Summer
7/31/2001,18,-11.28922,71,Summer
8/1/2001,18,,73,Summer
8/2/2001,14,,73,Summer
8/3/2001,19,,76,Summer
8/4/2001,10,,78,Summer
8/5/2001,19,,79,Summer
8/6/2001,14,16.314171,82,Summer
8/7/2001,16,,84,Summer
8/8/2001,23,,87,Summer
8/9/2001,22,,87,Summer
8/10/2001,19,,87,Summer
8/11/2001,19,,81,Summer
8/12/2001,15,-3.1797907,78,Summer
8/13/2001,16,,76,Summer
8/14/2001,15,,74,Summer
8/15/2001,8,,75,Summer
8/16/2001,19,,74,Summer
8/17/2001,16,,78,Summer
8/18/2001,16,9.6475029,73,Summer
8/19/2001,18,,73,Summer
8/20/2001,13,,76,Summer
8/21/2001,14,,73,Summer
8/22/2001,20,,75,Summer
8/23/2001,13,,75,Summer
8/24/2001,12,10.980837,77,Summer
8/25/2001,14,,74,Summer
8/26/2001,16,,71,Summer
8/27/2001,9,,79,Summer
8/28/2001,9,,79,Summer
8/29/2001,18,,76,Summer
8/30/2001,10,7.825664,76,Summer
8/31/2001,7,,77,Summer
9/1/2001,11,,73,Summer
9/2/2001,17,,66,Summer
9/3/2001,9,,67,Summer
9/4/2001,17,,75,Summer
9/5/2001,17,4.3141699,69,Summer
9/6/2001,8,,66,Summer
9/7/2001,18,,69,Summer
9/8/2001,14,,71,Summer
9/9/2001,15,,72,Summer
9/10/2001,14,,76,Summer
9/11/2001,20,-6.0191631,71,Summer
9/12/2001,14,,66,Summer
9/13/2001,17,,69,Summer
9/14/2001,20,,60,Summer
9/15/2001,19,,59,Summer
9/16/2001,15,,60,Summer
9/17/2001,17,-11.019163,62,Summer
9/18/2001,14,,65,Summer
9/19/2001,16,,66,Summer
9/20/2001,17,,67,Summer
9/21/2001,15,,70,Summer
9/22/2001,13,,72,Summer
9/23/2001,13,3.2159946,70,Summer
9/24/2001,17,,70,Summer
9/25/2001,14,,57,Summer
9/26/2001,14,,53,Summer
9/27/2001,17,,58,Summer
9/28/2001,17,,53,Summer
9/29/2001,10,-12.846064,57,Summer
9/30/2001,12,,55,Summer
10/1/2001,13,,57,Autumn
10/2/2001,20,,64,Autumn
10/3/2001,18,,68,Autumn
10/4/2001,20,,68,Autumn
10/5/2001,11,14.82438,65,Autumn
10/6/2001,12,,56,Autumn
10/7/2001,16,,47,Autumn
10/8/2001,20,,44,Autumn
10/9/2001,14,,45,Autumn
10/10/2001,23,,53,Autumn
10/11/2001,18,-2.4319816,62,Autumn
10/12/2001,9,,62,Autumn
10/13/2001,19,,66,Autumn
10/14/2001,16,,65,Autumn
10/15/2001,19,,56,Autumn
10/16/2001,24,,55,Autumn
10/17/2001,16,-6.1403508,49,Autumn
10/18/2001,11,,46,Autumn
10/19/2001,23,,49,Autumn
10/20/2001,21,,56,Autumn
10/21/2001,19,,60,Autumn
10/22/2001,15,,63,Autumn
10/23/2001,14,16.457626,64,Autumn
10/24/2001,16,,70,Autumn
10/25/2001,13,,62,Autumn
10/26/2001,13,,50,Autumn
10/27/2001,10,,45,Autumn
10/28/2001,15,,43,Autumn
10/29/2001,15,-19.79661,43,Autumn
10/30/2001,16,,51,Autumn
10/31/2001,17,,54,Autumn
11/1/2001,15,,54,Autumn
11/2/2001,20,,67,Autumn
11/3/2001,22,,59,Autumn
11/4/2001,26,-9.2711868,53,Autumn
11/5/2001,15,,46,Autumn
11/6/2001,12,,43,Autumn
11/7/2001,18,,60,Autumn
11/8/2001,19,,53,Autumn
11/9/2001,18,,48,Autumn
11/10/2001,13,22.302408,49,Autumn
11/11/2001,20,,43,Autumn
11/12/2001,16,,38,Autumn
11/13/2001,11,,42,Autumn
11/14/2001,15,,46,Autumn
11/15/2001,14,,54,Autumn
11/16/2001,16,35.734016,59,Autumn
11/17/2001,28,,48,Autumn
11/18/2001,17,,46,Autumn
11/19/2001,13,,51,Autumn
11/20/2001,14,,48,Autumn
11/21/2001,15,,39,Autumn
11/22/2001,5,-7.4649124,44,Autumn
11/23/2001,11,,46,Autumn
11/24/2001,9,,52,Autumn
11/25/2001,20,,61,Autumn
11/26/2001,15,,54,Autumn
11/27/2001,13,,46,Autumn
11/28/2001,21,3.8886411,58,Autumn
11/29/2001,25,,57,Autumn
11/30/2001,29,,64,Autumn
12/1/2001,19,,61,Autumn
12/2/2001,13,,44,Autumn
12/3/2001,16,,44,Autumn
12/4/2001,13,10.96179,50,Autumn
12/5/2001,14,,60,Autumn
12/6/2001,15,,59,Autumn
12/7/2001,21,,53,Autumn
12/8/2001,16,,44,Autumn
12/9/2001,16,,45,Autumn
12/10/2001,14,-18.172998,36,Autumn
12/11/2001,8,,48,Autumn
12/12/2001,14,,45,Autumn
12/13/2001,22,,52,Autumn
12/14/2001,18,,58,Autumn
12/15/2001,16,,46,Autumn
12/16/2001,20,-21.566044,35,Autumn
12/17/2001,12,,47,Autumn
12/18/2001,14,,47,Autumn
12/19/2001,14,,42,Autumn
12/20/2001,14,,40,Autumn
12/21/2001,15,,36,Autumn
12/22/2001,15,-8.0488014,34,Autumn
12/23/2001,12,,38,Autumn
12/24/2001,22,,39,Autumn
12/25/2001,14,,32,Autumn
12/26/2001,15,,30,Autumn
12/27/2001,10,,27,Autumn
12/28/2001,8,-0.94915253,32,Autumn
12/29/2001,21,,35,Autumn
12/30/2001,17,,25,Autumn
12/31/2001,20,,25,Autumn
1/1/2002,23,,25,Winter
1/2/2002,21,,27,Winter
1/3/2002,30,-3.6379311,33,Winter
1/4/2002,15,,32,Winter
1/5/2002,18,,35,Winter
1/6/2002,23,,30,Winter
1/7/2002,23,,34,Winter
1/8/2002,20,,32,Winter
1/9/2002,20,-9.1087093,35,Winter
1/10/2002,31,,45,Winter
1/11/2002,19,,44,Winter
1/12/2002,15,,39,Winter
1/13/2002,16,,37,Winter
1/14/2002,20,,38,Winter
1/15/2002,19,-2.1087093,42,Winter
1/16/2002,21,,36,Winter
1/17/2002,17,,43,Winter
1/18/2002,22,,35,Winter
1/19/2002,19,,31,Winter
1/20/2002,16,,35,Winter
1/21/2002,14,-11.471491,33,Winter
1/22/2002,21,,42,Winter
1/23/2002,19,,45,Winter
1/24/2002,22,,51,Winter
1/25/2002,20,,42,Winter
1/26/2002,15,,42,Winter
1/27/2002,17,-7.7225876,45,Winter
1/28/2002,32,,47,Winter
1/29/2002,22,,58,Winter
1/30/2002,18,,60,Winter
1/31/2002,28,,47,Winter
2/1/2002,20,,58,Winter
2/2/2002,22,-14.022556,34,Winter
2/3/2002,15,,34,Winter
2/4/2002,21,,33,Winter
2/5/2002,17,,28,Winter
2/6/2002,15,,33,Winter
2/7/2002,15,,36,Winter
2/8/2002,21,-5.12359,42,Winter
2/9/2002,18,,39,Winter
2/10/2002,25,,45,Winter
2/11/2002,13,,36,Winter
2/12/2002,22,,36,Winter
2/13/2002,17,,36,Winter
2/14/2002,23,0.96600878,31,Winter
2/15/2002,17,,39,Winter
2/16/2002,14,,49,Winter
2/17/2002,18,,39,Winter
2/18/2002,19,,36,Winter
2/19/2002,11,,38,Winter
2/20/2002,16,12.757519,53,Winter
2/21/2002,11,,53,Winter
2/22/2002,15,,44,Winter
2/23/2002,20,,37,Winter
2/24/2002,19,,36,Winter
2/25/2002,14,,42,Winter
2/26/2002,17,3.0089285,50,Winter
2/27/2002,18,,35,Winter
2/28/2002,29,,33,Winter
3/1/2002,20,,36,Winter
3/2/2002,20,,39,Winter
3/3/2002,15,,46,Winter
3/4/2002,12,-19.21526,27,Winter
3/5/2002,20,,30,Winter
3/6/2002,17,,45,Winter
3/7/2002,12,,52,Winter
3/8/2002,14,,51,Winter
3/9/2002,24,,59,Winter
3/10/2002,20,-9.5435066,49,Winter
3/11/2002,26,,35,Winter
3/12/2002,13,,40,Winter
3/13/2002,14,,46,Winter
3/14/2002,13,,55,Winter
3/15/2002,19,,61,Winter
3/16/2002,17,5.2043829,57,Winter
3/17/2002,21,,40,Winter
3/18/2002,14,,42,Winter
3/19/2002,19,,45,Winter
3/20/2002,21,,45,Winter
3/21/2002,17,,46,Winter
3/22/2002,18,-3.630357,30,Winter
3/23/2002,20,,38,Winter
3/24/2002,14,,44,Winter
3/25/2002,17,,48,Winter
3/26/2002,15,,44,Winter
3/27/2002,15,,44,Winter
3/28/2002,15,-14.490909,42,Winter
3/29/2002,20,,52,Winter
3/30/2002,19,,61,Winter
3/31/2002,18,,54,Winter
4/1/2002,18,,47,Spring
4/2/2002,16,,50,Spring
4/3/2002,11,18.306818,58,Spring
4/4/2002,17,,43,Spring
4/5/2002,17,,42,Spring
4/6/2002,19,,39,Spring
4/7/2002,14,,38,Spring
4/8/2002,13,,54,Spring
4/9/2002,26,6.1693215,68,Spring
4/10/2002,18,,56,Spring
4/11/2002,17,,52,Spring
4/12/2002,13,,53,Spring
4/13/2002,17,,65,Spring
4/14/2002,16,,68,Spring
4/15/2002,19,-2.5417483,72,Spring
4/16/2002,11,,76,Spring
4/17/2002,22,,77,Spring
4/18/2002,13,,76,Spring
4/19/2002,14,,72,Spring
4/20/2002,20,,70,Spring
4/21/2002,19,-5.4395437,53,Spring
4/22/2002,21,,56,Spring
4/23/2002,16,,48,Spring
4/24/2002,11,,50,Spring
4/25/2002,16,,51,Spring
4/26/2002,10,,50,Spring
4/27/2002,19,1.7740211,50,Spring
4/28/2002,21,,62,Spring
4/29/2002,10,,55,Spring
4/30/2002,7,,56,Spring
5/1/2002,13,,62,Spring
5/2/2002,20,,70,Spring
5/3/2002,15,2.2706769,54,Spring
5/4/2002,15,,50,Spring
5/5/2002,12,,57,Spring
5/6/2002,17,,59,Spring
5/7/2002,19,,67,Spring
5/8/2002,15,,67,Spring
5/9/2002,14,-4.3517303,61,Spring
5/10/2002,22,,65,Spring
5/11/2002,19,,58,Spring
5/12/2002,15,,72,Spring
5/13/2002,11,,70,Spring
5/14/2002,12,,55,Spring
5/15/2002,15,-1.2929968,58,Spring
5/16/2002,20,,62,Spring
5/17/2002,20,,72,Spring
5/18/2002,13,,55,Spring
5/19/2002,18,,50,Spring
5/20/2002,9,,50,Spring
5/21/2002,18,-10.34783,47,Spring
5/22/2002,19,,51,Spring
5/23/2002,12,,57,Spring
5/24/2002,18,,65,Spring
5/25/2002,12,,68,Spring
5/26/2002,13,,68,Spring
5/27/2002,12,7.7013164,72,Spring
5/28/2002,17,,73,Spring
5/29/2002,19,,73,Spring
5/30/2002,16,,71,Spring
5/31/2002,12,,77,Spring
6/1/2002,15,,78,Spring
6/2/2002,10,3.1039076,75,Spring
6/3/2002,15,,67,Spring
6/4/2002,24,,74,Spring
6/5/2002,17,,82,Spring
6/6/2002,16,,76,Spring
6/7/2002,13,,64,Spring
6/8/2002,12,-16.633753,64,Spring
6/9/2002,14,,70,Spring
6/10/2002,17,,76,Spring
6/11/2002,15,,79,Spring
6/12/2002,16,,81,Spring
6/13/2002,20,,70,Spring
6/14/2002,15,-3.5736558,64,Spring
6/15/2002,10,,69,Spring
6/16/2002,14,,69,Spring
6/17/2002,7,,68,Spring
6/18/2002,20,,70,Spring
6/19/2002,14,,71,Spring
6/20/2002,14,4.6568279,73,Spring
6/21/2002,11,,71,Spring
6/22/2002,13,,72,Spring
6/23/2002,13,,75,Spring
6/24/2002,20,,81,Spring
6/25/2002,14,,83,Spring
6/26/2002,20,11.357857,85,Spring
6/27/2002,17,,83,Spring
6/28/2002,14,,79,Spring
6/29/2002,7,,77,Spring
6/30/2002,12,,76,Spring
7/1/2002,16,,81,Summer
7/2/2002,14,,83,Summer
7/3/2002,16,,87,Summer
7/4/2002,19,,88,Summer
7/5/2002,23,,83,Summer
7/6/2002,16,,74,Summer
7/7/2002,11,,71,Summer
7/8/2002,18,,77,Summer
7/9/2002,12,,84,Summer
7/10/2002,16,,78,Summer
7/11/2002,23,,69,Summer
7/12/2002,15,,68,Summer
7/13/2002,20,,72,Summer
7/14/2002,8,-5.6763158,71,Summer
7/15/2002,19,,76,Summer
7/16/2002,10,,80,Summer
7/17/2002,14,,78,Summer
7/18/2002,14,,83,Summer
7/19/2002,10,,83,Summer
7/20/2002,20,30.647516,81,Summer
7/21/2002,15,,80,Summer
7/22/2002,3,,84,Summer
7/23/2002,18,,85,Summer
7/24/2002,12,,76,Summer
7/25/2002,15,,74,Summer
7/26/2002,12,-13.383221,66,Summer
7/27/2002,9,,76,Summer
7/28/2002,17,,84,Summer
7/29/2002,20,,86,Summer
7/30/2002,22,,83,Summer
7/31/2002,12,,84,Summer
8/1/2002,16,3.3620441,83,Summer
8/2/2002,16,,85,Summer
8/3/2002,14,,81,Summer
8/4/2002,8,,81,Summer
8/5/2002,21,,85,Summer
8/6/2002,17,,74,Summer
8/7/2002,15,-5.6693501,69,Summer
8/8/2002,19,,70,Summer
8/9/2002,13,,71,Summer
8/10/2002,19,,75,Summer
8/11/2002,17,,78,Summer
8/12/2002,20,,83,Summer
8/13/2002,15,45.266537,86,Summer
8/14/2002,15,,87,Summer
8/15/2002,10,,85,Summer
8/16/2002,12,,86,Summer
8/17/2002,12,,86,Summer
8/18/2002,20,,86,Summer
8/19/2002,15,22.174278,84,Summer
8/20/2002,21,,84,Summer
8/21/2002,11,,79,Summer
8/22/2002,23,,82,Summer
8/23/2002,20,,81,Summer
8/24/2002,15,,80,Summer
8/25/2002,13,-1.4112281,80,Summer
8/26/2002,14,,75,Summer
8/27/2002,9,,76,Summer
8/28/2002,15,,68,Summer
8/29/2002,8,,64,Summer
8/30/2002,15,,66,Summer
8/31/2002,16,-8.149107,69,Summer
9/1/2002,18,,63,Summer
9/2/2002,17,,69,Summer
9/3/2002,14,,73,Summer
9/4/2002,9,,79,Summer
9/5/2002,17,,72,Summer
9/6/2002,12,-4.8958206,69,Summer
9/7/2002,16,,68,Summer
9/8/2002,14,,69,Summer
9/9/2002,25,,71,Summer
9/10/2002,19,,75,Summer
9/11/2002,14,,70,Summer
9/12/2002,14,41.481159,65,Summer
9/13/2002,13,,67,Summer
9/14/2002,17,,70,Summer
9/15/2002,19,,74,Summer
9/16/2002,15,,78,Summer
9/17/2002,13,,71,Summer
9/18/2002,20,12.137345,70,Summer
9/19/2002,11,,71,Summer
9/20/2002,10,,75,Summer
9/21/2002,9,,77,Summer
9/22/2002,10,,77,Summer
9/23/2002,18,,66,Summer
9/24/2002,22,-0.27322838,64,Summer
9/25/2002,11,,63,Summer
9/26/2002,17,,63,Summer
9/27/2002,18,,70,Summer
9/28/2002,16,,68,Summer
9/29/2002,13,,63,Summer
9/30/2002,21,-5.7158771,64,Summer
10/1/2002,19,,68,Autumn
10/2/2002,23,,73,Autumn
10/3/2002,12,,75,Autumn
10/4/2002,13,,76,Autumn
10/5/2002,13,,73,Autumn
10/6/2002,14,2.1817544,63,Autumn
10/7/2002,17,,64,Autumn
10/8/2002,14,,54,Autumn
10/9/2002,11,,55,Autumn
10/10/2002,13,,63,Autumn
10/11/2002,16,,67,Autumn
10/12/2002,15,-13.330263,66,Autumn
10/13/2002,22,,60,Autumn
10/14/2002,7,,50,Autumn
10/15/2002,14,,49,Autumn
10/16/2002,22,,54,Autumn
10/17/2002,11,,52,Autumn
10/18/2002,20,-12.029737,48,Autumn
10/19/2002,11,,54,Autumn
10/20/2002,16,,51,Autumn
10/21/2002,12,,50,Autumn
10/22/2002,17,,49,Autumn
10/23/2002,17,,51,Autumn
10/24/2002,10,7.410965,46,Autumn
10/25/2002,21,,48,Autumn
10/26/2002,14,,59,Autumn
10/27/2002,14,,52,Autumn
10/28/2002,18,,49,Autumn
10/29/2002,12,,44,Autumn
10/30/2002,18,-17.49749,38,Autumn
10/31/2002,15,,41,Autumn
11/1/2002,12,,43,Autumn
11/2/2002,13,,40,Autumn
11/3/2002,14,,40,Autumn
11/4/2002,33,,45,Autumn
11/5/2002,20,-1.2362641,41,Autumn
11/6/2002,21,,51,Autumn
11/7/2002,16,,43,Autumn
11/8/2002,10,,47,Autumn
11/9/2002,23,,48,Autumn
11/10/2002,22,,59,Autumn
11/11/2002,28,-7.2590914,64,Autumn
11/12/2002,23,,56,Autumn
11/13/2002,18,,42,Autumn
11/14/2002,13,,47,Autumn
11/15/2002,23,,49,Autumn
11/16/2002,18,,49,Autumn
11/17/2002,14,-14.98142,43,Autumn
11/18/2002,16,,42,Autumn
11/19/2002,15,,40,Autumn
11/20/2002,22,,44,Autumn
11/21/2002,16,,41,Autumn
11/22/2002,8,,45,Autumn
11/23/2002,15,-8.8542185,41,Autumn
11/24/2002,25,,44,Autumn
11/25/2002,21,,46,Autumn
11/26/2002,12,,43,Autumn
11/27/2002,16,,35,Autumn
11/28/2002,14,,31,Autumn
11/29/2002,12,-16.724363,37,Autumn
11/30/2002,15,,43,Autumn
12/1/2002,20,,31,Autumn
12/2/2002,11,,36,Autumn
12/3/2002,8,,29,Autumn
12/4/2002,20,,24,Autumn
12/5/2002,16,-1.8394878,28,Autumn
12/6/2002,25,,23,Autumn
12/7/2002,9,,23,Autumn
12/8/2002,16,,32,Autumn
12/9/2002,20,,25,Autumn
12/10/2002,20,,26,Autumn
12/11/2002,20,7.4506125,33,Autumn
12/12/2002,14,,38,Autumn
12/13/2002,16,,37,Autumn
12/14/2002,19,,42,Autumn
12/15/2002,15,,43,Autumn
12/16/2002,21,,39,Autumn
12/17/2002,16,-5.9730153,30,Autumn
12/18/2002,17,,28,Autumn
12/19/2002,13,,41,Autumn
12/20/2002,14,,46,Autumn
12/21/2002,21,,43,Autumn
12/22/2002,27,,46,Autumn
12/23/2002,19,-12.830756,44,Autumn
12/24/2002,23,,37,Autumn
12/25/2002,12,,35,Autumn
12/26/2002,24,,34,Autumn
12/27/2002,16,,29,Autumn
12/28/2002,19,,32,Autumn
12/29/2002,15,-5.8775439,36,Autumn
12/30/2002,17,,35,Autumn
12/31/2002,16,,45,Autumn
1/1/2003,17,,44,Winter
1/2/2003,17,,39,Winter
1/3/2003,22,,38,Winter
1/4/2003,17,-22.673189,33,Winter
1/5/2003,14,,27,Winter
1/6/2003,23,,33,Winter
1/7/2003,9,,29,Winter
1/8/2003,14,,41,Winter
1/9/2003,16,,44,Winter
1/10/2003,19,5.7888136,40,Winter
1/11/2003,14,,29,Winter
1/12/2003,14,,27,Winter
1/13/2003,12,,30,Winter
1/14/2003,17,,28,Winter
1/15/2003,14,,25,Winter
1/16/2003,15,13.111784,23,Winter
1/17/2003,25,,22,Winter
1/18/2003,18,,15,Winter
1/19/2003,17,,21,Winter
1/20/2003,19,,31,Winter
1/21/2003,17,,22,Winter
1/22/2003,21,-9.0674953,18,Winter
1/23/2003,13,,16,Winter
1/24/2003,19,,23,Winter
1/25/2003,21,,25,Winter
1/26/2003,17,,27,Winter
1/27/2003,15,,18,Winter
1/28/2003,21,6.7163558,22,Winter
1/29/2003,20,,31,Winter
1/30/2003,18,,29,Winter
1/31/2003,21,,34,Winter
2/1/2003,13,,36,Winter
2/2/2003,19,,39,Winter
2/3/2003,19,-11.858475,37,Winter
2/4/2003,18,,43,Winter
2/5/2003,17,,30,Winter
2/6/2003,19,,28,Winter
2/7/2003,21,,31,Winter
2/8/2003,12,,21,Winter
2/9/2003,22,-1.7250848,25,Winter
2/10/2003,22,,33,Winter
2/11/2003,19,,29,Winter
2/12/2003,17,,28,Winter
2/13/2003,20,,26,Winter
2/14/2003,16,,28,Winter
2/15/2003,12,7.4327121,28,Winter
2/16/2003,22,,18,Winter
2/17/2003,15,,24,Winter
2/18/2003,23,,30,Winter
2/19/2003,24,,28,Winter
2/20/2003,17,,36,Winter
2/21/2003,31,13.864031,32,Winter
2/22/2003,15,,38,Winter
2/23/2003,20,,37,Winter
2/24/2003,15,,36,Winter
2/25/2003,24,,29,Winter
2/26/2003,16,,22,Winter
2/27/2003,17,-6.2201695,28,Winter
2/28/2003,23,,33,Winter
3/1/2003,17,,35,Winter
3/2/2003,17,,41,Winter
3/3/2003,24,,29,Winter
3/4/2003,16,,29,Winter
3/5/2003,16,-3.4117444,47,Winter
3/6/2003,18,,37,Winter
3/7/2003,23,,29,Winter
3/8/2003,22,,38,Winter
3/9/2003,15,,42,Winter
3/10/2003,13,,29,Winter
3/11/2003,15,-1.7255183,31,Winter
3/12/2003,23,,41,Winter
3/13/2003,14,,48,Winter
3/14/2003,13,,36,Winter
3/15/2003,11,,43,Winter
3/16/2003,15,,50,Winter
3/17/2003,23,-1.0849887,58,Winter
3/18/2003,13,,58,Winter
3/19/2003,13,,44,Winter
3/20/2003,9,,46,Winter
3/21/2003,12,,49,Winter
3/22/2003,13,,54,Winter
3/23/2003,19,-5.4121513,51,Winter
3/24/2003,14,,53,Winter
3/25/2003,15,,53,Winter
3/26/2003,13,,59,Winter
3/27/2003,10,,49,Winter
3/28/2003,14,,46,Winter
3/29/2003,18,-8.5864029,61,Winter
3/30/2003,6,,43,Winter
3/31/2003,12,,37,Winter
4/1/2003,20,,45,Spring
4/2/2003,15,,59,Spring
4/3/2003,15,,60,Spring
4/4/2003,19,21.305126,46,Spring
4/5/2003,18,,49,Spring
4/6/2003,15,,46,Spring
4/7/2003,19,,41,Spring
4/8/2003,15,,37,Spring
4/9/2003,13,,41,Spring
4/10/2003,15,-16.717094,47,Spring
4/11/2003,14,,44,Spring
4/12/2003,16,,58,Spring
4/13/2003,20,,52,Spring
4/14/2003,22,,52,Spring
4/15/2003,18,,62,Spring
4/16/2003,12,31.809216,71,Spring
4/17/2003,11,,55,Spring
4/18/2003,11,,43,Spring
4/19/2003,19,,52,Spring
4/20/2003,20,,51,Spring
4/21/2003,17,,51,Spring
4/22/2003,16,-6.2215452,59,Spring
4/23/2003,12,,53,Spring
4/24/2003,19,,49,Spring
4/25/2003,19,,59,Spring
4/26/2003,14,,58,Spring
4/27/2003,18,,59,Spring
4/28/2003,19,-2.0061016,60,Spring
4/29/2003,12,,63,Spring
4/30/2003,16,,64,Spring
5/1/2003,14,,69,Spring
5/2/2003,15,,70,Spring
5/3/2003,12,,56,Spring
5/4/2003,13,-3.8265889,54,Spring
5/5/2003,16,,48,Spring
5/6/2003,15,,55,Spring
5/7/2003,17,,65,Spring
5/8/2003,22,,68,Spring
5/9/2003,16,,60,Spring
5/10/2003,20,-2.6485748,65,Spring
5/11/2003,12,,73,Spring
5/12/2003,13,,63,Spring
5/13/2003,12,,55,Spring
5/14/2003,22,,58,Spring
5/15/2003,22,,61,Spring
5/16/2003,18,1.5779746,55,Spring
5/17/2003,14,,50,Spring
5/18/2003,17,,50,Spring
5/19/2003,8,,55,Spring
5/20/2003,22,,57,Spring
5/21/2003,22,,58,Spring
5/22/2003,19,-4.7932515,57,Spring
5/23/2003,21,,55,Spring
5/24/2003,19,,59,Spring
5/25/2003,16,,60,Spring
5/26/2003,20,,62,Spring
5/27/2003,20,,57,Spring
5/28/2003,12,-5.4324365,59,Spring
5/29/2003,18,,60,Spring
5/30/2003,15,,65,Spring
5/31/2003,21,,66,Spring
6/1/2003,10,,61,Spring
6/2/2003,15,,58,Spring
6/3/2003,20,-1.5869435,58,Spring
6/4/2003,15,,57,Spring
6/5/2003,13,,65,Spring
